Service,Age,CustomerSince,Customer Gender,Region,SupportCallsLastYear,AverageBill,ChurnIndicator,Satisfaction Score,,
4G,76,4/4/2013 10:27,M,Central,0,118,0.02,3,,
phone,33,4/4/2013 10:27,F,North,1,109,0.01,6,,
phone,57,4/4/2013 10:27,F,Central,0,95,0.00,7,,
4G,53,4/5/2013 10:27,M,South,3,34,0.06,4,,
4G,31,4/5/2013 10:27,M,South,1,30,0.05,4,,
4G,26,4/5/2013 10:27,F,South,6,85,0.04,6,,
phone,26,4/5/2013 10:27,M,Central,0,83,0.02,6,,
4G,49,4/5/2013 10:27,F,Central,0,82,0.01,9,,
4G,51,4/6/2013 10:27,F,North,5,55,0.06,9,,
phone,65,4/6/2013 10:27,M,South,0,87,0.02,8,,
phone,69,4/6/2013 10:27,M,South,5,94,0.92,2,,
landline,76,4/6/2013 10:27,F,North,5,77,0.01,4,,
phone,50,4/6/2013 10:27,M,Central,0,61,0.01,3,,
landline,34,4/6/2013 10:27,F,South,0,69,0.00,8,,
phone,58,4/7/2013 10:27,F,South,0,78,0.03,7,,
4G,68,4/7/2013 10:27,M,Central,2,97,0.02,9,,
landline,55,4/7/2013 10:27,F,South,0,56,0.00,5,,
4G,43,4/8/2013 10:27,M,North,7,44,0.09,8,,
4G,25,4/8/2013 10:27,M,Central,0,107,0.03,3,,
4G,59,4/8/2013 10:27,M,North,1,49,0.02,4,,
landline,66,4/8/2013 10:27,M,North,9,99,0.02,6,,
4G,34,4/8/2013 10:27,M,Central,0,64,0.01,6,,
phone,78,4/8/2013 10:27,M,Central,0,49,0.01,3,,
phone,37,4/8/2013 10:27,M,North,0,52,0.01,7,,
4G,57,4/9/2013 10:27,M,Central,3,60,0.03,9,,
4G,44,4/9/2013 10:27,F,Central,0,34,0.02,8,,
landline,53,4/9/2013 10:27,M,Central,6,84,0.01,2,,
landline,56,4/9/2013 10:27,M,North,0,35,0.01,5,,
landline,68,4/9/2013 10:27,F,North,0,71,0.00,5,,
4G,33,4/10/2013 10:27,M,North,5,100,0.03,4,,
phone,23,4/10/2013 10:27,M,North,0,74,0.01,5,,
4G,64,4/10/2013 10:27,F,Central,1,103,0.01,5,,
landline,25,4/10/2013 10:27,M,Central,0,87,0.00,6,,
4G,27,4/11/2013 10:27,M,North,7,103,0.04,3,,
phone,55,4/11/2013 10:27,M,South,0,79,0.02,4,,
landline,62,4/11/2013 10:27,M,Central,0,47,0.00,7,,
landline,30,4/12/2013 10:27,M,Central,4,109,0.03,6,,
phone,38,4/13/2013 10:27,M,Central,2,74,0.01,5,,
phone,62,4/13/2013 10:27,M,Central,1,102,0.01,8,,
phone,62,4/13/2013 10:27,M,North,0,48,0.01,4,,
landline,31,4/13/2013 10:27,F,North,0,92,0.00,7,,
phone,63,4/14/2013 10:27,M,South,8,55,0.06,9,,
phone,42,4/14/2013 10:27,F,South,1,63,0.05,3,,
fiber,77,4/14/2013 10:27,F,Central,0,43,0.04,4,,
phone,36,4/14/2013 10:27,F,Central,2,104,0.01,7,,
phone,54,4/14/2013 10:27,M,South,0,62,0.01,9,,
landline,48,4/14/2013 10:27,M,North,0,63,0.00,6,,
landline,74,4/15/2013 10:27,F,Central,7,46,0.03,5,,
4G,39,4/15/2013 10:27,M,Central,0,54,0.02,7,,
phone,67,4/15/2013 10:27,F,Central,0,88,0.00,4,,
phone,77,4/16/2013 10:27,F,North,8,43,0.07,10,,
4G,48,4/16/2013 10:27,F,Central,3,97,0.02,3,,
landline,79,4/16/2013 10:27,F,Central,1,65,0.01,6,,
landline,61,4/16/2013 10:27,M,Central,0,56,0.01,4,,
4G,58,4/16/2013 10:27,M,Central,0,99,0.01,3,,
fiber,27,4/17/2013 10:27,F,North,7,106,0.05,9,,
4G,64,4/17/2013 10:27,F,Central,0,98,0.04,9,,
phone,59,4/17/2013 10:27,M,Central,0,111,0.01,5,,
fiber,71,4/17/2013 10:27,M,South,0,76,0.01,7,,
phone,58,4/17/2013 10:27,M,South,1,103,0.01,3,,
4G,33,4/17/2013 10:27,M,North,0,106,0.01,7,,
fiber,64,4/18/2013 10:27,M,North,7,60,0.09,5,,
4G,47,4/18/2013 10:27,M,North,7,78,0.05,3,,
phone,22,4/18/2013 10:27,M,Central,5,74,0.03,4,,
landline,38,4/18/2013 10:27,F,Central,2,54,0.01,10,,
landline,50,4/18/2013 10:27,M,Central,2,88,0.01,2,,
landline,76,4/18/2013 10:27,M,North,1,70,0.01,3,,
phone,44,4/19/2013 10:27,F,Central,2,47,0.03,3,,
4G,38,4/19/2013 10:27,F,Central,3,76,0.03,3,,
4G,36,4/19/2013 10:27,F,Central,1,101,0.01,4,,
4G,49,4/19/2013 10:27,F,North,0,87,0.01,10,,
4G,66,4/19/2013 10:27,M,South,0,95,0.01,7,,
phone,24,4/20/2013 10:27,F,North,9,92,0.04,9,,
phone,28,4/20/2013 10:27,M,Central,0,65,0.02,6,,
fiber,42,4/20/2013 10:27,M,North,1,63,0.02,4,,
phone,46,4/20/2013 10:27,F,North,2,65,0.02,6,,
4G,54,4/20/2013 10:27,M,South,1,88,0.01,4,,
4G,39,4/20/2013 10:27,F,Central,1,95,0.01,5,,
4G,60,4/20/2013 10:27,F,North,1,106,0.01,8,,
fiber,71,4/20/2013 10:27,M,Central,0,72,0.01,3,,
4G,24,4/20/2013 10:27,M,Central,0,86,0.01,5,,
fiber,36,4/21/2013 10:27,F,Central,3,32,0.08,8,,
4G,47,4/21/2013 10:27,M,Central,4,40,0.06,4,,
4G,36,4/21/2013 10:27,F,Central,0,107,0.02,6,,
4G,46,4/21/2013 10:27,M,South,0,85,0.02,8,,
fiber,45,4/21/2013 10:27,M,North,0,62,0.90,2,,
phone,74,4/21/2013 10:27,F,South,0,53,0.01,5,,
4G,73,4/21/2013 10:27,F,Central,0,109,0.01,5,,
phone,64,4/21/2013 10:27,M,South,0,102,0.00,3,,
phone,49,4/22/2013 10:27,M,Central,7,84,0.70,2,,
4G,51,4/22/2013 10:27,M,South,0,40,0.01,7,,
4G,40,4/23/2013 10:27,F,North,0,117,0.03,10,,
4G,53,4/23/2013 10:27,M,Central,0,90,0.02,5,,
4G,71,4/23/2013 10:27,F,North,1,77,0.01,10,,
fiber,46,4/23/2013 10:27,M,Central,0,53,0.01,7,,
phone,58,4/23/2013 10:27,M,South,0,31,0.01,3,,
4G,71,4/23/2013 10:27,M,North,1,102,0.01,6,,
4G,51,4/23/2013 10:27,M,South,0,54,0.01,8,,
landline,75,4/23/2013 10:27,M,Central,1,60,0.01,5,,
4G,39,4/23/2013 10:27,F,Central,0,100,0.01,7,,
phone,64,4/24/2013 10:27,M,Central,1,84,0.01,8,,
4G,62,4/25/2013 10:27,M,Central,1,77,0.05,4,,
phone,63,4/25/2013 10:27,M,South,3,75,0.02,3,,
fiber,37,4/25/2013 10:27,F,North,0,45,0.02,9,,
4G,70,4/25/2013 10:27,F,Central,0,56,0.01,4,,
4G,61,4/25/2013 10:27,M,Central,0,102,0.01,3,,
phone,62,4/25/2013 10:27,F,Central,0,75,0.00,8,,
phone,28,4/26/2013 10:27,F,Central,6,56,0.04,8,,
4G,71,4/26/2013 10:27,F,North,6,103,0.03,10,,
phone,25,4/26/2013 10:27,F,Central,0,52,0.01,4,,
landline,31,4/26/2013 10:27,F,South,0,51,0.01,6,,
fiber,32,4/27/2013 10:27,F,Central,5,64,0.14,8,,
fiber,27,4/27/2013 10:27,M,Central,2,70,0.03,5,,
4G,65,4/27/2013 10:27,M,Central,1,39,0.03,7,,
4G,56,4/27/2013 10:27,M,Central,0,88,0.01,5,,
4G,35,4/28/2013 10:27,F,South,7,41,0.10,9,,
fiber,30,4/28/2013 10:27,M,Central,6,55,0.08,9,,
fiber,61,4/28/2013 10:27,M,South,1,35,0.04,7,,
4G,33,4/28/2013 10:27,M,Central,2,43,0.04,6,,
phone,61,4/28/2013 10:27,M,Central,0,60,0.01,8,,
fiber,45,4/29/2013 10:27,M,South,7,83,0.06,3,,
phone,44,4/29/2013 10:27,F,Central,2,119,0.06,6,,
4G,33,4/29/2013 10:27,M,North,4,44,0.06,8,,
phone,23,4/29/2013 10:27,F,Central,5,47,0.04,5,,
4G,61,4/29/2013 10:27,M,Central,4,81,0.03,3,,
phone,56,4/29/2013 10:27,M,South,0,39,0.01,5,,
landline,34,4/29/2013 10:27,F,Central,0,93,0.00,6,,
fiber,27,4/30/2013 10:27,M,Central,2,68,0.11,3,,
fiber,72,4/30/2013 10:27,F,North,3,105,0.03,8,,
4G,41,4/30/2013 10:27,M,Central,1,92,0.01,3,,
4G,61,4/30/2013 10:27,M,Central,0,89,0.01,4,,
4G,36,5/1/2013 10:27,M,North,9,60,0.08,4,,
4G,26,5/1/2013 10:27,F,Central,6,51,0.07,5,,
fiber,50,5/1/2013 10:27,F,Central,0,80,0.01,9,,
4G,28,5/2/2013 10:27,F,Central,1,39,0.03,6,,
landline,21,5/2/2013 10:27,F,South,0,71,0.01,5,,
fiber,43,5/2/2013 10:27,F,South,0,67,0.01,6,,
fiber,75,5/2/2013 10:27,M,North,0,98,0.01,4,,
phone,45,5/2/2013 10:27,F,South,1,105,0.80,2,,
landline,51,5/2/2013 10:27,M,North,1,84,0.00,7,,
phone,31,5/2/2013 10:27,M,Central,0,90,0.00,4,,
4G,23,5/3/2013 10:27,M,South,1,38,0.03,9,,
landline,25,5/3/2013 10:27,F,Central,3,57,0.01,5,,
landline,27,5/3/2013 10:27,F,South,0,40,0.00,6,,
phone,32,5/4/2013 10:27,M,Central,5,57,0.04,9,,
phone,51,5/4/2013 10:27,M,Central,1,33,0.02,8,,
fiber,26,5/4/2013 10:27,M,North,0,92,0.01,5,,
landline,38,5/4/2013 10:27,F,Central,1,103,0.00,6,,
4G,76,5/5/2013 10:27,F,Central,3,95,0.02,5,,
4G,43,5/5/2013 10:27,M,Central,1,73,0.01,3,,
4G,77,5/5/2013 10:27,F,North,0,43,0.01,7,,
phone,65,5/5/2013 10:27,M,Central,0,34,0.01,8,,
4G,80,5/5/2013 10:27,M,Central,0,60,0.01,6,,
phone,24,5/5/2013 10:27,M,Central,0,97,0.00,5,,
fiber,65,5/6/2013 10:27,F,South,0,50,0.03,4,,
4G,74,5/6/2013 10:27,F,South,0,116,0.02,3,,
landline,29,5/6/2013 10:27,M,South,8,98,0.02,9,,
4G,29,5/6/2013 10:27,F,Central,1,83,0.01,5,,
phone,57,5/6/2013 10:27,F,Central,0,80,0.00,10,,
phone,21,5/7/2013 10:27,M,South,5,92,0.02,3,,
phone,50,5/7/2013 10:27,M,Central,4,107,0.02,4,,
4G,41,5/7/2013 10:27,M,North,0,34,0.02,3,,
4G,64,5/7/2013 10:27,F,Central,1,74,0.01,8,,
4G,25,5/7/2013 10:27,F,Central,1,89,0.01,8,,
phone,69,5/7/2013 10:27,F,Central,2,101,0.01,4,,
4G,26,5/8/2013 10:27,M,South,3,78,0.03,4,,
fiber,37,5/8/2013 10:27,F,North,0,59,0.02,8,,
phone,29,5/8/2013 10:27,M,Central,0,100,0.00,5,,
phone,65,5/9/2013 10:27,M,Central,7,68,0.04,4,,
4G,69,5/9/2013 10:27,M,South,2,86,0.02,4,,
landline,48,5/10/2013 10:27,F,North,9,34,0.05,6,,
4G,26,5/10/2013 10:27,M,Central,6,76,0.05,7,,
landline,69,5/10/2013 10:27,F,Central,8,36,0.04,3,,
fiber,67,5/10/2013 10:27,M,North,1,103,0.01,4,,
landline,35,5/10/2013 10:27,F,South,0,43,0.00,6,,
landline,46,5/10/2013 10:27,F,South,0,106,0.00,8,,
4G,54,5/11/2013 10:27,F,South,1,80,0.05,5,,
phone,24,5/11/2013 10:27,M,North,3,47,0.03,5,,
4G,35,5/11/2013 10:27,M,Central,4,101,0.02,4,,
phone,40,5/11/2013 10:27,F,Central,1,94,0.01,6,,
4G,75,5/12/2013 10:27,M,North,7,70,0.06,4,,
fiber,45,5/12/2013 10:27,F,Central,3,62,0.04,8,,
4G,54,5/12/2013 10:27,M,South,2,71,0.80,2,,
4G,59,5/12/2013 10:27,F,North,1,106,0.01,7,,
fiber,32,5/12/2013 10:27,M,Central,0,73,0.01,8,,
landline,22,5/12/2013 10:27,F,Central,0,61,0.00,6,,
4G,55,5/13/2013 10:27,F,North,10,44,0.12,7,,
landline,26,5/13/2013 10:27,M,Central,6,51,0.08,2,,
4G,25,5/13/2013 10:27,F,South,3,47,0.04,3,,
fiber,28,5/13/2013 10:27,M,Central,1,35,0.04,4,,
4G,75,5/13/2013 10:27,F,South,0,44,0.01,2,,
4G,54,5/13/2013 10:27,F,South,0,105,0.01,4,,
fiber,62,5/14/2013 10:27,M,South,0,63,0.04,4,,
4G,46,5/14/2013 10:27,M,Central,0,47,0.01,6,,
phone,60,5/14/2013 10:27,F,North,1,80,0.01,8,,
fiber,39,5/14/2013 10:27,M,South,0,98,0.01,3,,
phone,42,5/14/2013 10:27,M,South,0,82,0.00,7,,
landline,38,5/14/2013 10:27,F,Central,0,102,0.00,7,,
fiber,28,5/15/2013 10:27,M,Central,3,70,0.15,5,,
fiber,41,5/15/2013 10:27,F,South,7,101,0.05,8,,
fiber,37,5/15/2013 10:27,M,Central,1,110,0.01,7,,
4G,19,5/15/2013 10:27,M,Central,1,97,0.01,4,,
fiber,49,5/15/2013 10:27,M,Central,0,68,0.70,2,,
landline,22,5/15/2013 10:27,M,Central,0,88,0.00,6,,
fiber,53,5/16/2013 10:27,F,North,6,105,0.25,8,,
4G,29,5/16/2013 10:27,F,South,7,35,0.11,7,,
4G,71,5/16/2013 10:27,F,Central,3,83,0.02,4,,
fiber,29,5/16/2013 10:27,M,Central,2,82,0.02,9,,
phone,39,5/16/2013 10:27,M,North,1,36,0.02,3,,
4G,53,5/16/2013 10:27,M,North,0,36,0.01,6,,
landline,20,5/16/2013 10:27,F,North,0,41,0.01,7,,
fiber,77,5/16/2013 10:27,M,Central,0,86,0.01,3,,
4G,37,5/16/2013 10:27,F,North,0,71,0.01,8,,
4G,43,5/16/2013 10:27,M,North,0,88,0.01,9,,
4G,45,5/16/2013 10:27,F,Central,0,109,0.00,4,,
fiber,35,5/17/2013 10:27,F,Central,6,46,0.10,7,,
4G,65,5/17/2013 10:27,M,North,10,60,0.09,4,,
fiber,62,5/17/2013 10:27,M,North,1,48,0.04,7,,
4G,70,5/17/2013 10:27,M,North,2,39,0.40,3,,
phone,63,5/17/2013 10:27,F,Central,0,82,0.10,3,,
landline,51,5/17/2013 10:27,F,Central,0,59,0.01,4,,
4G,23,5/17/2013 10:27,F,South,0,68,0.01,4,,
fiber,69,5/18/2013 10:27,M,South,9,108,0.06,5,,
phone,30,5/18/2013 10:27,F,South,8,65,0.50,2,,
fiber,69,5/18/2013 10:27,F,Central,3,77,0.03,5,,
phone,67,5/18/2013 10:27,M,Central,3,50,0.03,9,,
phone,27,5/18/2013 10:27,M,Central,0,39,0.01,6,,
phone,28,5/18/2013 10:27,M,South,1,104,0.01,8,,
4G,47,5/18/2013 10:27,F,Central,0,109,0.00,6,,
fiber,21,5/19/2013 10:27,M,Central,2,45,0.04,5,,
4G,25,5/19/2013 10:27,F,South,3,101,0.02,5,,
landline,25,5/19/2013 10:27,M,Central,5,100,0.01,5,,
phone,32,5/19/2013 10:27,M,North,1,79,0.01,5,,
4G,35,5/19/2013 10:27,F,Central,0,71,0.01,7,,
phone,49,5/19/2013 10:27,F,Central,0,69,0.01,6,,
4G,55,5/20/2013 10:27,M,South,4,35,0.07,6,,
phone,67,5/20/2013 10:27,M,North,1,67,0.07,3,,
landline,31,5/20/2013 10:27,F,Central,2,88,0.04,3,,
4G,34,5/20/2013 10:27,M,North,5,82,0.04,6,,
phone,33,5/20/2013 10:27,F,Central,0,33,0.01,7,,
landline,23,5/20/2013 10:27,F,Central,1,45,0.01,7,,
fiber,26,5/20/2013 10:27,F,South,0,99,0.01,5,,
fiber,23,5/21/2013 10:27,M,North,0,83,0.05,3,,
4G,44,5/21/2013 10:27,M,Central,0,87,0.01,8,,
fiber,31,5/21/2013 10:27,M,North,0,108,0.01,3,,
phone,24,5/22/2013 10:27,M,South,0,41,0.01,6,,
4G,47,5/22/2013 10:27,F,Central,0,106,0.01,7,,
landline,76,5/23/2013 10:27,F,Central,5,103,0.01,5,,
phone,63,5/23/2013 10:27,M,South,0,35,0.10,3,,
phone,58,5/23/2013 10:27,M,Central,0,71,0.01,7,,
phone,54,5/23/2013 10:27,F,Central,0,78,0.00,9,,
landline,30,5/24/2013 10:27,M,Central,10,80,0.16,1,,
4G,50,5/24/2013 10:27,M,North,8,61,0.07,4,,
phone,42,5/24/2013 10:27,F,Central,6,50,0.05,5,,
4G,63,5/24/2013 10:27,F,North,1,51,0.02,5,,
4G,57,5/24/2013 10:27,F,Central,2,81,0.02,5,,
4G,61,5/24/2013 10:27,F,Central,0,60,0.01,9,,
phone,66,5/25/2013 10:27,F,South,8,90,0.11,3,,
4G,47,5/25/2013 10:27,F,North,2,56,0.03,8,,
fiber,61,5/25/2013 10:27,F,South,0,71,0.01,4,,
phone,42,5/25/2013 10:27,F,South,0,83,0.00,8,,
phone,50,5/25/2013 10:27,M,Central,0,89,0.00,9,,
4G,49,5/26/2013 10:27,M,South,5,31,0.22,6,,
4G,49,5/26/2013 10:27,M,North,8,58,0.08,4,,
landline,38,5/26/2013 10:27,F,South,3,63,0.01,4,,
4G,28,5/27/2013 10:27,F,Central,7,54,0.07,4,,
fiber,43,5/27/2013 10:27,M,Central,3,44,0.06,3,,
4G,69,5/27/2013 10:27,M,Central,0,47,0.02,7,,
phone,50,5/27/2013 10:27,F,Central,1,83,0.01,3,,
landline,76,5/27/2013 10:27,F,Central,0,59,0.01,6,,
phone,64,5/27/2013 10:27,M,Central,1,100,0.90,2,,
landline,55,5/28/2013 10:27,M,Central,10,33,1.00,1,,
phone,38,5/28/2013 10:27,M,Central,4,101,0.02,2,,
phone,32,5/28/2013 10:27,M,Central,0,105,0.02,4,,
4G,27,5/28/2013 10:27,M,Central,1,84,0.01,7,,
4G,60,5/28/2013 10:27,M,Central,0,52,0.01,3,,
landline,52,5/28/2013 10:27,M,Central,0,99,0.01,3,,
fiber,58,5/29/2013 10:27,M,North,5,54,0.07,6,,
landline,70,5/29/2013 10:27,F,Central,1,97,0.00,8,,
landline,79,5/29/2013 10:27,M,North,0,47,0.00,9,,
phone,60,5/29/2013 10:27,M,South,0,96,0.00,9,,
phone,50,5/30/2013 10:27,M,Central,5,57,0.03,8,,
fiber,65,5/30/2013 10:27,M,Central,1,42,0.03,3,,
fiber,58,5/30/2013 10:27,F,Central,0,107,0.01,5,,
4G,44,5/30/2013 10:27,F,North,0,94,0.01,10,,
phone,48,5/30/2013 10:27,F,Central,0,99,0.00,9,,
4G,31,5/31/2013 10:27,M,North,2,65,0.02,3,,
fiber,70,5/31/2013 10:27,F,South,1,72,0.02,7,,
phone,39,5/31/2013 10:27,F,South,1,91,0.01,3,,
4G,61,5/31/2013 10:27,M,South,0,69,0.01,4,,
fiber,39,6/1/2013 10:27,M,South,2,93,0.12,4,,
fiber,52,6/1/2013 10:27,M,South,1,56,0.02,4,,
landline,26,6/1/2013 10:27,M,Central,1,45,0.01,5,,
4G,21,6/2/2013 10:27,M,North,2,84,0.06,4,,
fiber,45,6/2/2013 10:27,M,South,0,111,0.06,3,,
4G,36,6/2/2013 10:27,M,South,3,42,0.05,8,,
4G,33,6/2/2013 10:27,F,South,1,35,0.03,4,,
4G,68,6/2/2013 10:27,M,Central,4,92,0.03,8,,
landline,32,6/2/2013 10:27,F,Central,1,98,0.02,9,,
landline,56,6/2/2013 10:27,F,North,3,45,0.01,7,,
4G,74,6/2/2013 10:27,M,Central,1,69,0.01,6,,
4G,35,6/3/2013 10:27,M,North,3,81,0.02,7,,
phone,25,6/3/2013 10:27,F,South,3,70,0.02,8,,
landline,54,6/3/2013 10:27,M,Central,1,55,0.01,3,,
phone,68,6/3/2013 10:27,F,North,1,105,0.01,7,,
phone,59,6/3/2013 10:27,M,Central,0,89,0.00,4,,
landline,66,6/3/2013 10:27,F,North,0,88,0.00,4,,
4G,47,6/4/2013 10:27,F,North,6,35,0.10,8,,
4G,48,6/4/2013 10:27,F,North,0,99,0.01,10,,
phone,33,6/4/2013 10:27,F,North,0,88,0.00,9,,
fiber,75,6/5/2013 10:27,F,Central,0,71,0.01,5,,
4G,28,6/5/2013 10:27,M,Central,0,59,0.01,3,,
4G,70,6/6/2013 10:27,M,Central,0,102,0.03,3,,
4G,34,6/6/2013 10:27,F,Central,2,67,0.02,8,,
phone,51,6/6/2013 10:27,F,Central,1,44,0.01,6,,
4G,52,6/6/2013 10:27,M,Central,1,71,0.01,3,,
landline,25,6/6/2013 10:27,M,South,2,40,0.01,3,,
fiber,56,6/6/2013 10:27,M,Central,0,62,0.01,6,,
landline,38,6/6/2013 10:27,F,Central,0,89,0.00,8,,
phone,72,6/7/2013 10:27,F,Central,0,109,0.03,9,,
phone,22,6/7/2013 10:27,M,Central,5,69,0.03,6,,
phone,64,6/7/2013 10:27,M,Central,0,116,0.02,2,,
4G,26,6/7/2013 10:27,M,Central,0,66,0.01,2,,
landline,63,6/7/2013 10:27,M,North,0,67,0.00,8,,
4G,47,6/8/2013 10:27,F,Central,1,85,0.10,8,,
4G,48,6/8/2013 10:27,F,North,4,37,0.06,9,,
phone,56,6/8/2013 10:27,M,South,8,75,0.04,5,,
4G,42,6/8/2013 10:27,F,North,1,36,0.03,8,,
4G,55,6/9/2013 10:27,F,South,1,75,0.09,7,,
4G,27,6/9/2013 10:27,M,Central,5,35,0.08,5,,
4G,36,6/10/2013 10:27,M,Central,9,51,0.09,7,,
fiber,61,6/10/2013 10:27,M,South,6,96,0.05,7,,
4G,39,6/10/2013 10:27,F,Central,4,89,0.03,7,,
4G,40,6/10/2013 10:27,F,South,1,38,0.03,2,,
landline,73,6/10/2013 10:27,F,South,2,35,0.01,6,,
4G,29,6/10/2013 10:27,F,Central,0,108,0.00,9,,
fiber,44,6/11/2013 10:27,F,North,5,108,0.29,6,,
fiber,68,6/11/2013 10:27,F,South,7,67,0.18,6,,
fiber,47,6/11/2013 10:27,M,North,3,39,0.07,7,,
4G,34,6/11/2013 10:27,F,Central,1,42,0.02,8,,
landline,51,6/11/2013 10:27,M,Central,0,98,0.00,4,,
phone,69,6/12/2013 10:27,F,North,8,69,0.04,9,,
fiber,58,6/12/2013 10:27,F,North,0,33,0.02,5,,
phone,28,6/12/2013 10:27,F,Central,4,102,0.02,6,,
4G,40,6/12/2013 10:27,M,Central,0,34,0.01,4,,
landline,79,6/12/2013 10:27,M,Central,0,37,0.01,5,,
fiber,74,6/12/2013 10:27,F,Central,0,97,0.01,4,,
phone,62,6/12/2013 10:27,F,South,1,109,0.01,4,,
4G,59,6/12/2013 10:27,F,South,0,98,0.01,5,,
phone,56,6/12/2013 10:27,M,South,0,87,0.00,8,,
phone,79,6/12/2013 10:27,F,Central,0,102,0.00,3,,
4G,51,6/13/2013 10:27,M,Central,3,44,0.04,9,,
phone,47,6/13/2013 10:27,M,Central,1,76,0.03,8,,
phone,53,6/13/2013 10:27,F,South,3,58,0.02,9,,
4G,42,6/13/2013 10:27,M,Central,1,91,0.01,5,,
phone,62,6/13/2013 10:27,M,South,0,56,0.01,4,,
landline,47,6/14/2013 10:27,F,North,6,75,0.02,8,,
landline,78,6/14/2013 10:27,F,North,3,54,0.01,10,,
landline,50,6/14/2013 10:27,F,Central,1,104,0.00,7,,
phone,19,6/15/2013 10:27,F,Central,4,43,0.13,6,,
phone,52,6/15/2013 10:27,F,Central,4,42,0.04,7,,
phone,50,6/15/2013 10:27,F,North,3,57,0.02,5,,
4G,47,6/15/2013 10:27,M,North,2,71,0.02,8,,
fiber,55,6/15/2013 10:27,F,North,1,89,0.01,8,,
fiber,34,6/15/2013 10:27,M,North,0,44,0.01,7,,
phone,37,6/16/2013 10:27,M,South,2,34,0.03,3,,
phone,60,6/17/2013 10:27,F,North,1,68,0.05,4,,
4G,67,6/17/2013 10:27,F,South,0,112,0.03,3,,
4G,62,6/17/2013 10:27,M,South,2,55,0.03,6,,
4G,57,6/17/2013 10:27,F,South,1,38,0.03,3,,
4G,38,6/17/2013 10:27,M,North,1,106,0.01,5,,
4G,30,6/17/2013 10:27,M,South,1,109,0.01,8,,
phone,62,6/17/2013 10:27,F,South,0,100,0.00,4,,
4G,53,6/18/2013 10:27,F,North,3,83,0.02,4,,
4G,78,6/18/2013 10:27,F,South,0,58,0.01,2,,
landline,37,6/18/2013 10:27,M,North,1,45,0.01,7,,
phone,66,6/18/2013 10:27,M,South,1,90,0.01,5,,
4G,72,6/18/2013 10:27,F,South,0,104,0.01,7,,
landline,54,6/18/2013 10:27,F,South,0,77,0.00,8,,
4G,47,6/19/2013 10:27,F,North,1,107,0.05,10,,
fiber,62,6/19/2013 10:27,M,Central,2,86,0.02,7,,
fiber,28,6/19/2013 10:27,M,Central,0,71,0.01,5,,
phone,32,6/19/2013 10:27,F,North,0,55,0.01,8,,
landline,30,6/19/2013 10:27,F,North,1,77,0.00,10,,
landline,59,6/19/2013 10:27,F,Central,0,56,0.00,8,,
phone,60,6/19/2013 10:27,M,North,0,109,0.00,4,,
4G,77,6/20/2013 10:27,M,North,2,111,0.05,7,,
4G,60,6/20/2013 10:27,M,South,0,69,0.04,8,,
4G,71,6/20/2013 10:27,F,South,3,86,0.02,3,,
fiber,49,6/21/2013 10:27,M,Central,3,41,0.09,7,,
fiber,41,6/21/2013 10:27,F,Central,2,41,0.05,8,,
phone,53,6/21/2013 10:27,F,Central,5,49,0.04,7,,
fiber,39,6/21/2013 10:27,M,South,3,87,0.03,8,,
fiber,69,6/21/2013 10:27,F,Central,2,90,0.02,8,,
4G,57,6/21/2013 10:27,F,North,1,57,0.02,6,,
fiber,61,6/21/2013 10:27,F,Central,0,43,0.02,6,,
4G,39,6/21/2013 10:27,F,Central,0,38,0.01,5,,
fiber,25,6/21/2013 10:27,M,South,0,61,0.01,6,,
landline,57,6/21/2013 10:27,M,Central,1,97,0.00,7,,
phone,62,6/21/2013 10:27,M,Central,0,99,0.00,3,,
4G,58,6/22/2013 10:27,F,Central,3,70,0.09,7,,
fiber,18,6/22/2013 10:27,F,Central,7,67,0.08,7,,
phone,54,6/22/2013 10:27,F,Central,9,60,0.05,5,,
fiber,45,6/22/2013 10:27,M,Central,3,93,0.03,3,,
4G,41,6/23/2013 10:27,M,Central,6,57,0.06,3,,
4G,55,6/23/2013 10:27,F,North,3,84,0.02,10,,
4G,76,6/23/2013 10:27,F,Central,2,93,0.02,4,,
4G,19,6/23/2013 10:27,F,North,0,94,0.01,8,,
4G,27,6/24/2013 10:27,F,South,0,87,0.01,6,,
4G,73,6/24/2013 10:27,M,Central,0,109,0.00,3,,
fiber,74,6/25/2013 10:27,M,South,3,33,0.08,7,,
landline,32,6/25/2013 10:27,F,South,9,102,0.02,2,,
phone,29,6/25/2013 10:27,M,Central,0,80,0.00,7,,
landline,18,6/25/2013 10:27,M,Central,0,58,0.00,6,,
landline,41,6/25/2013 10:27,M,Central,0,85,0.00,6,,
4G,73,6/26/2013 10:27,M,Central,10,95,0.05,4,,
4G,45,6/26/2013 10:27,F,South,3,51,0.04,5,,
4G,62,6/26/2013 10:27,F,South,0,69,0.01,3,,
fiber,71,6/27/2013 10:27,M,South,5,44,0.13,7,,
4G,43,6/27/2013 10:27,F,Central,3,98,0.02,4,,
phone,74,6/27/2013 10:27,M,Central,1,49,0.01,4,,
phone,31,6/27/2013 10:27,M,Central,0,88,0.00,7,,
phone,59,6/28/2013 10:27,M,Central,3,113,0.80,2,,
phone,32,6/28/2013 10:27,M,Central,0,36,0.01,7,,
phone,22,6/28/2013 10:27,M,Central,1,47,0.50,2,,
phone,48,6/29/2013 10:27,F,North,1,74,0.04,8,,
